Listado de Proyectos DESAPROBADO

ID;TITULAR;RUC;TITULO_PROYECTO;UNIDAD_PROYECTO;TIPO;ACTIVIDAD;FECHA_INICIO;ESTADO;DESCRIPCION;LONGITUD;LATITUD;RESOLUCION;LABEL
"1740";"GERENCIA SUB REGIONAL CASTROVIRREYNA";"20486987864";"CONSTRUCCIÓN    DE    PROYECTOS    DE    INFRAESTRUCTURA    DE TRANSPORTES   DE  ALCANCE  NACIONAL:   CARRETERAS,   PUERTOS, AEROPUERTOS,  FERROCARRILES Y HELIPUERTOS  (NO CONSIDERADOS EN EL ANEXO 1 RM 891-2019-MTC)";"PATACORRAL - TOTORA - RECIO - CRUZ PATA";"Clasificación";"Transportes";"21/07/2022";"Desaprobado";"SIN DESCRIPCION";"-75.34464282";"-13.1441667";"RD N° 00015-2023-SENACE-PE/DEIN";"null";
"1576";"MUNICIPALIDAD DIST.DE CHALLHUAHUACHO";"20288774553";"CREACIÓN DEL SERVICIO DE CAMINO VECINAL DE QUEUÑA - ANCHACALLA - CONSAJATA (C.C. PARARANI); QUEUÑA - YANAHUARA, DE LA COMUNIDAD CAMPESINA DE QUEUÑA, DEL DISTRITO DE CHALLHUAHUACHO - PROVINCIA DE COTABAMBAS - DEPARTAMENTO DE APURÍMAC";"SERVICIO DE CONSERVACIÓN DE SUELO CHOCCOYO";"Clasificación";"Transportes";"30/06/2022";"Desaprobado";"SIN DESCRIPCION";"-72.29458033";"-14.15072233";"RD N° 00204-2022-SENACE-PE/DEIN";"null";
"1461";"AUTORIDAD NACIONAL DE INFRAESTRUCTURA";"20611816953";"Creación del servicio de protección contra inundaciones en la quebrada San Idelfonso, en los distritos de El Porvenir, Trujillo y Víctor Larco Herrera de la provincia de Trujillo - departamento de La Libertad%u201D, presentado por la Autoridad para la Reconst";"PROTECCIÓN QUEBRADA SAN IDELFONSO";"IGAPRO";"Agricultura";"12/12/2023";"Desaprobado";"SIN DESCRIPCION";"-78.93998636";"-8.06147919";"RD Nº 00034-2024-SENACE-PE/DEIN";"null";
"1550";"CSF CONTINUA PICHU PICHU S.A.C.";"20600896734";"CSF CONTINUA PICHU PICHU 60 MW";"CSF PICHU PICHU";"Clasificación";"Electricidad";"20/07/2016";"Desaprobado";"SIN DESCRIPCION";"-71.7807";"-16.6414";"RD N° 087-2016-SENACE/DCA";"null";
"1551";"MUNICIPALIDAD DISTRITAL DE HUAMANGUILLA";"20143157564";"CREACIÓN DEL CAMINO VECINAL DE LOS TRAMOS: TRAMO 01 PACUCRO %u2013 HUARIBAMBA; TRAMO 02 HUARIBAMBA %u2013 ICHUPATA; TRAMO 03 ACLLAWASI %u2013 CRUCE HUARIBAMBA; TRAMO 04 CHULLCUPAMPA %u2013 PACURCRO; TRAMO 05 CCOCHAPAMPA %u2013 SULLUWAYLLA %u2013 PACUCRO; TRAMO 06 TOJYASJA JIPA %u2013 CAMPA";"CAMINO VECINAL";"Clasificación";"Transportes";"02/09/2020";"Desaprobado";"SIN DESCRIPCION";"-70.39899865";"-13.15209764";"RD N° 00154-2020-SENACE-PE/DEIN";"null";
"2567";"PLUSPETROL PERU CORPORATION S.A.";"20304177552";"INFORME TÉCNICO SUSTENTATORIO PARA LA MODIFICACIÓN DE LA UBICACIÓN DE HELIPUERTOS DE LA LÍNEA DE CONDUCCIÓN DE GAS CASHIRIARI 1 %u2013 MALVINAS, LOTE 88";"LOTE 88";"ITS";"Hidrocarburos";"23/12/2022";"Desaprobado";"SIN DESCRIPCION";"-72.79891855";"-11.89202174";"RD N° 00095-2023-SENACE-PE/DEAR";"null";
"2204";"GOBIERNO REGIONAL DE PASCO";"20489252270";"CREACION DEL CAMINO VECINAL PARA EL SERVICIO DE TRANSITABILIDAD VEHICULAR: EMPALME PA 651 (CRUCE TINGO MAL PASO), COCATAMBO, QUIRASOL, CUSHI %u2013 4 LOCALIDADES DEL DISTRITO DE POZUZO  - PROVINCIA DE OXAPAMPA %u2013 DEPARTAMENTO DE PASCO";"INFRAESTRUCTURA DE TRANSPORTE POZUZO OXAPAMPA";"Clasificación";"Transportes";"18/02/2022";"Desaprobado";"SIN DESCRIPCION";"-75.697139";"-9.963906";"RD N° 00146-2022-SENACE-PE/DEIN";"null";
"2406";"MUNICIPALIDAD PROVINCIAL COTABAMBAS - APURIMAC";"20161096068";"PROYECTOS DE IRRIGACIÓN";"REPRESA CCELLOPAMPA";"Clasificación";"Agricultura";"15/07/2022";"Desaprobado";"SIN DESCRIPCION";"-72.25020988";"-13.85887406";"RD N° 00212-2022-SENACE-PE/DEIN";"null";
"2417";"AUTOPISTA DEL NORTE S.A.C.";"20520929658";"INFORME TÉCNICO SUSTENTATORIO PARA LA NUEVA AMPLIACIÓN DEL DEPÓSITO DE MATERIAL EXCEDENTE KM 18+150 LD, DEL PROYECTO RED VIAL 4: PATIVILCA, SANTA, TRUJILLO Y SALAVERRY %u2013 EMPALME R01N";"RED VIAL 4: PATIVILCA-TRUJILLO";"ITS";"Transportes";"07/12/2023";"Desaprobado";"SIN DESCRIPCION";"-78.51458174";"-9.05347344";"RD Nº 00016-2024-SENACE-PE/DEIN";"null";
"2419";"ENGIE ENERGÍA PERÚ S.A.";"20333363900";"MODIFICACIÓN DE COMPONENTES AUXILIARES DE LA CENTRAL HIDROELÉCTRICA QUITARACSA I, POR LA INCLUSIÓN DEL CAMPAMENTO CAVERNA Y SISTEMAS DE TRATAMIENTO EN CASA DE MÁQUINAS";"C.H. QUITARACSA I";"ITS";"Electricidad";"10/03/2017";"Desaprobado";"SIN DESCRIPCION";"-77.84703518";"-8.80356492";"RD N° 110-2017-SENACE-J-DCA/UPAS-UGS";"null";
"2420";"NEXA RESOURCES EL PORVENIR S.A.C.";"20492744833";"QUINTO INFORME TÉCNICO SUSTENTATORIO PARA LA MODIFICACIÓN DE COMPONENTES AUXILIARES DE LA UNIDAD MINERA EL PORVENIR";"U.M. EL PORVENIR";"ITS";"Minería";"23/07/2018";"Desaprobado";"SIN DESCRIPCION";"-76.21416857";"-10.62407306";"RD N° 011-2018-SENACE-PE/DEAR";"null";
"2421";"CORPORACION MINERA CENTAURO S.A.C.";"20457362294";"ITS REPROCESAMIENTO DE RIPIOS DEL PAD DE LIXIVIACIÓN (6 FASES)";"U.M. QUICAY";"ITS";"Minería";"14/09/2016";"Desaprobado";"SIN DESCRIPCION";"-76.388";"-10.6964";"RD N° 094-2016-SENACE-DCA";"null";
"2422";"COMPAÑÍA MINERA ANTAPACCAY S.A.";"20114915026";"QUINTO ITS PARA EL REPROCESAMIENTO DE RIPIOS GRUESOS ALMACENADOS EN EL BOTADERO 23";"U.M. ANTAPACCAY";"ITS";"Minería";"06/06/2017";"Desaprobado";"SIN DESCRIPCION";"-71.34080095";"-14.91405903";"RD N° 180-2017-SENACE/DCA";"null";
"2539";"AUTORIDAD PARA LA RECONSTRUCCION CON CAMBIOS";"20602114091";"CREACIÓN DEL SERVICIO DE PROTECCIÓN FRENTE A INUNDACIONES EN AMBAS MÁRGENES DEL RÍO TUMBES, EN TRAMOS VULNERABLES DESDE LA ESTACIÓN EL TIGRE HASTA LA SALIDA AL MAR, EN LOS DISTRITOS DE PAMPAS DE HOSPITAL, SAN JACINTO, SAN JUAN DE LA VIRGEN, CORRALES";"SIN UNIDAD";"IGAPRO";"Agricultura";"26/10/2021";"Desaprobado";"SIN DESCRIPCION";"-80.45642731";"-3.7688137";"RD Nº 00030-2022-SENACE-PE/DEIN";"null";
"2533";"CONSORCIO TRANSMANTARO S.A.";"20383316473";"ITS PARA EL PROYECTO %u201CENLACE 500 KV MANTARO-NUEVA YANANGO-CARAPONGO Y SUBESTACIONES ASOCIADAS%u201D";"TRANSMISIÓN DE ENERGÍA";"ITS";"Electricidad";"01/12/2020";"Desaprobado";"SIN DESCRIPCION";"-74.79072953";"-12.29461699";"RD N° 00022-2021-SENACE-PE/DEIN";"null";
"2444";"MUNICIPALIDAD DISTRITAL DE PICHARI";"20317337150";"CREACION DEL CAMINO VECINAL ENTRE LA COMUNIDAD DE CATARATA Y EL ANEXO DE INKA PATA, DEL CENTRO POBLADO CATARATA, DISTRITO DE PICHARI - LA CONVENCION - CUSCO";"CAMINO VECINAL CATARATA";"Clasificación";"Transportes";"11/08/2023";"Desaprobado";"SIN DESCRIPCION";"-73.77739957";"-12.53721822";"RD Nº 00026-2024-SENACE-PE/DEIN";"null";
"2385";"GRUPO INMOBILIARIA MILENIA S.A.C.";"20604030758";"HABILITACIÓN URBANA NUEVA NAVARRA-HUANCABAMBA, OXAPAMPA-PASCO";"H.U NUEVA NAVARRA";"Clasificación";"Vivienda";"18/11/2021";"Desaprobado";"SIN DESCRIPCION";"-75.4402";"-10.479038";"RD N° 00022-2022-SENACE-PE/DEIN";"null";
"2387";"PROYECTO ESPECIAL REGIONAL PASTO GRANDE";"20519923182";"INFORME TÉCNICO SUSTENTATORIO PARA LAS ÁREAS AUXILIARES Y EL MEJORAMIENTO DEL CAMINO DE VIGILANCIA, OBRA AUXILIAR CORRESPONDIENTE AL COMPONENTE 2 DEL PROYECTO AMPLIACIÓN DE LA FRONTERA AGRÍCOLA LOMAS DE ILO - MOQUEGUA";"CONDUCCIÓN JAGUAY RINCONADA - LOMAS DE ILO";"ITS";"Agricultura";"12/07/2021";"Desaprobado";"SIN DESCRIPCION";"-71.0336";"-17.5711";"RD N° 00164-2021-SENACE-PE/DEI";"null";
"2390";"ENGIE ENERGIA PERU S.A.";"20333363900";"INFORME TÉCNICO SUSTENTATORIO PARA LA MODIFICACIÓN DE COMPONENTES AUXILIARES PARA LA LIMPIEZA DE ARENA EN LA COLA DE EMBALSE Y MEJORA DE LA OPERACIÓN DE LA CENTRAL HIDROELÉCTRICA YUNCAN";"CENTRAL HIDROELECTRICA YUNCAN";"ITS";"Electricidad";"03/04/2023";"Desaprobado";"SIN DESCRIPCION";"-75.71222907";"-10.76304682";"RD N° 00156-2023-SENACE-PE/DEAR";"null";
"2393";"MUNICIPALIDAD PROVINCIAL DE ESPINAR";"20147346434";"DIA %u201CMEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA PARA RIECO QQUETARA DEL DISTRITO DE ESPINAR, PROVINCIA DE ESPINAR %u2013 CUSCO%u201D";"%u201CMEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA PARA RIECO QQUETARA DEL DISTRITO DE ESPINAR, PROVINCIA DE ESPINAR %u2013 CUSCO%u201D";"Clasificación";"Agricultura";"24/09/2018";"Desaprobado";"SIN DESCRIPCION";"-71.38454459";"-14.92796806";"RD N° 00147-2019-SENACE-PE/DEIN";"null";
"2398";"GOBIERNO REGIONAL DE HUANCAVELICA";"20486020882";"MEJORAMIENTO Y CREACION DE SERVICIOS DE TRANSITABILIDAD DE LA CARRETERA  PAUCARBAMBA - CHINCHIHUASI %u2013 PACHAMARCA - MANTARO - HUAYHUA EN LA PROVINCIA DE CHURCAMPA - HUANCAVELICA";"HUANCAVELICA";"Clasificación";"Transportes";"06/01/2023";"Desaprobado";"SIN DESCRIPCION";"-74.52719203";"-12.51098214";"RD N° 00066-2023-SENACE-PE/DEIN";"null";
"2512";"MUNICIPALIDAD DISTRITAL DE ECHARATI";"20159368271";"CONSTRUCCIÓN DE LA CARRETERA VECINAL KAMANKIRIATO-TUNQUIMAYO II, ZONAL IVOCHOTE, DISTRITO DE ECHARATI, PROVINCIA DE LA CONVENCION-CUSCO%u201D";"CARRETERA VECINAL KAMANKIRIATO-TUNQUIMAYO II";"Clasificación";"Transportes";"18/08/2021";"Desaprobado";"SIN DESCRIPCION";"-73.037991";"-12.52659";"RD N° 00012 -2022-SENACE-PE/DEIN";"null";
"2471";"CONCESIONARIA IIRSA NORTE S.A.";"20511004251";"INFORME TÉCNICO SUSTENTATORIO (ITS) PARA LA INSTALACIÓN DE UNA PLANTA INDUSTRIAL Y CANTERA KM 230+065 LI DEL PROYECTO CORREDOR VIAL AMAZONAS  NORTE TRAMO N°3 (RIOJA - CORRAL QUEMADO";"TRAMO III";"ITS";"Transportes";"21/01/2023";"Desaprobado";"SIN DESCRIPCION";"-78.41824552";"-5.7644785";"RD N° 00091-2023-SENACE-PE/DEIN";"null";
"2474";"MUNICIPALIDAD DISTRITAL DE LUCANAS";"20230589446";"CREACIÓN DEL SERVICIO DE PROTECCIÓN CONTRA INUNDACIONES EN LA MARGEN IZQUIERDA DEL RÍO CCONTACC EN LA LOCALIDAD DE CCONTACC DEL DISTRITO DE LUCANAS - PROVINCIA DE LUCANAS - DEPARTAMENTO DE AYACUCHO";"CCCONTACC";"Clasificación";"Agricultura";"08/06/2022";"Desaprobado";"SIN DESCRIPCION";"-74.26435207";"-14.54027383";"RD N° 00171-2022-SENACE-PE/DEIN";"null";
"2480";"MUNICIPALIDAD DIST.DE CHALLHUAHUACHO";"20288774553";"%u201CCREACIÓN DEL SERVICIO DEL CAMINO VECINAL DEL SECTOR MUSOQ CORRAL PAMPA DE LA COMUNIDAD DE TAMBULLA A LA  COMUNIDAD DE HUANCUIRE DEL DISTRITO DE CHALLHUAHUACHO %u2013 PROVINCIA DE COTABAMBAS %u2013 DEPARTAMENTO DE APURÍMAC%u201D";"OFICINA DE ESTUDIOS DEFINITIVOS";"Clasificación";"Transportes";"22/09/2023";"Desaprobado";"SIN DESCRIPCION";"-72.32380166";"-14.18771545";"RD Nº 00032-2024-SENACE-PE/DEIN";"null";
"2191";"MUNICIPALIDAD DISTRITAL DE CONCHAMARCA";"20206555859";"CREACION DE LA TROCHA CARROZABLE CRUCE TINGO 00+000HUAYNACOLLCA 00+800 %u2013 CRUZ PATA 02+100 KM %u2013 CARHUANCHO 04+900 KM %u2013 YORGAPIRCA 07+200 KM %u2013 GASHAPUNTA 08+800 KM, DISTRITO DE CONCHAMARCA %u2013 AMBO %u2013 HU*";"TROCHA CARROZABLE RANCAY";"Clasificación";"Transportes";"21/06/2019";"Desaprobado";"SIN DESCRIPCION";"-76.31169972";"-10.09348889";"RD N° 00163-2019-SENACE-PE/DEIN";"null";
"2196";"AUTORIDAD PARA LA RECONSTRUCCION CON CAMBIOS";"20602114091";"CREACIÓN DEL SERVICIO DE PROTECCIÓN CONTRA INUNDACIONES Y MOVIMIENTO DE MASAS EN LAS QUEBRADAS SAN JERÓNIMO, CONDORAY, JACAYITA Y PICAMARÁN EN LOS DISTRITOS DE LUNAHUANÁ, PACARÁN Y ZUÑIGA DE LA PROVINCIA DE CAÑETE - DEPARTAMENTO DE LIMA";"SIN UNIDAD";"IGAPRO";"Agricultura";"11/07/2021";"Desaprobado";"SIN DESCRIPCION";"-76.14133188";"-12.94945053";"RD Nº 00138-2021-SENACE-PE/DEIN";"null";
